Title,Description,Subject,Date,Collection,Institution,Thumbnail,Link
"Map of The Town of Crannell Califoria, Property of The Little River Redwood Co., March 1925, Revised Oct 30 1925","Good ; b & w ; T7N R1E H.M., water pipes, sewers, hydrants, one story dwelling shingled roof, log pond, rocks, Lumberyard ''D'', Dam, Fishway, Open Slab Fire, Saw mill, Planning mill, Main Street, Little River, Foot Bridge, School House, Eucalyptus Heights, Hillside Terrace, Lumber Yard ''A'' or Short Yard, Garages, Stable, Alley, RR tracks, Bunk houses, Offices and General Store, Central Ave, Depot Road, Belvedere Ave, Astreet, B Street, Ocean View, 1st Street ; [a label with ''Map of Crannell'' written on it]",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/36,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/36
B 5W Decline Camp #3,"Good ; b & w ; T8N R2E, Section 17, shows some contours",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/37,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/37
"Georgia Pacific Corporation, Hammond, Calif. RWD Div., Samoa, Humboldt County, California, [Mckinlyville to Orick]","Fair ; b & w ; property lines, logged areas, downed timber areas, roads, standing timber, T7N to 11N, RiW to 2E,",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/38,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/38
Sheet #23 Atlas of Humboldt Co. Cal.,"Good ; b & w ; T&R: 7N6E,7N7E,8N6E,8N7E,9N6E,9N7E, Trinity County Line, Trinity Summit, topography, Klamath National Forest, Salmon Range, Siskiyou County, Hoopa Valley Indian Reservation, highway",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/39,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/39
Untitled,"Good ; b & w ; log haul, donky setting, crib, small trestle ; L-2",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/40,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/40
D-Line,"Good ; b & w ; T9N R1E, railroad engineering, shows some contours, trail to Big Lagoon Ranch",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/41,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/41
(K-2007 Sheet #1),"Good ; b & w ; topographic, water (possibly a well or spring), T 3 Stadia, 22-23 Stadia, trail, Little River, Firetrail, ''T'' traverse, T8N R2E sec 28 1/4 SW; T8N R2E sec 33 ; #9 S102",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/42,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/42
Untitled,"Good ; b & w ; topographic, T4S R2E sec 3-10,15-22,27-34, logged and relogged areas, land ownership names, Barruint (?) Steele, US Indian, land cover types",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/43,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/43
Untitled,"Good ; b & w ; Elevation: Side, End, Bottom, Top",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/44,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/44
[Timber map in,"Fair ; b & w ; notes until 1928, skiddre landings, cat[erpillar tractor] landings, camps 29,31, areas logged with acreage and year recorded, timber lines, topography, streams, T N R E sec 19,20,21,22,23,26,27,28,29 ; Map of Tract No 7",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/45,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/45
Untitled,"Poor ; b & w ; access road, topographic, proposed power line, temp. easment, county park",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/46,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/46
"Sheet 2 of 2, Steel & Wood Mill Sub. Structure, Big Lagoon Salvage Mill","Good ; b & w ; sections A, B, C, D; Detail G, Cap & Stringer Connection",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/47,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/47
Elk River Tract of The Hammond Lumber Company in T3N. R1E. H.B. & M. T4N R1E,"Good ; b & w ; Logged areas, Topographic Map, Wonderful Legend, Roads, Mile Posts, Property Lines, May want to photocopy legend for use with other maps",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/48,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/48
Exhibit A Mill Creek Salvage Sale No. 6 Logging Unit Hoopa Valley Reservation,"Good ; b & w ; Sale areas, planting areas, bridges and culvertss to be installed, roads, planned roads, streams, ridges shown by hachures, T9N R5E",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/49,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/49
Foundation Details,b & w,,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/50,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/50
[Area to the northeast of Crannell],"Good ; b & w ; T8N R1E sec 21--28, topography, RR lines, timber lines, logged lines, CP2 [logging camp 2], notes until 1935",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/51,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/51
Untitled,"Good ; b & w ; topographic, sec 17 E 1/2, sec 17 SW 1/4, sec 8 S 1/2, Klondike, Camp delta? 1=3, Devil's Peak, Medicine Rock, Edge of Burn, Cruiser's Camp, sec 8 S 1/2, surveying lines (in pencil), true N and S, HL Co. N-S Line ; #11",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/52,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/52
"Atlas of Humboldt Co. Cal., Sheet 11, [Shelter Cove area]","Fair ; b & w ; property owners, elevation shown by hachures, creeks, roads, Mendocino County, Shelter Cove, T5S R1Esec 1--36, T5S R2E sec 1--36, T5S R3E sec 1--36, T5S R4E sec 1--36, T5S R5Esec 1--36, T5S R6E sec 1--36, T5S R7E sec 1--36, handwritten ownership notes and corrections, colored pencil marks around ownership blocks, ; Humboldt-Mendocino B'D'R'Y'.; 11, 5S 2-3-4-5E; Thorn",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/53,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/53
(Sheet 2 of 4),"Good ; b & w ; From Big Lagoon-Mussell Point, Topographic, T9N R1E sec 1-12, T10N R1E sec all, T11N R1E 1-12, T9N R2E NW 1/4 W 1/2, T10N R2E W 1/2 W 1/2, T11N R2E SW 1/4 W 1/2, Redwood CReek, Highway 101, ridgelines, creeks, Freshwater Lagoon, Stone Lagoon, hatchmarks maybe possible property lines ; #2",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/54,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/54
[Hoopa timber sales],"Fair ; b & w ; Hoopa Reservation, timber sales of 1969, streams. Roads, ridges, RR lines, bridges, power lines, buildings, sawmills, boundary lines ; Hoopa Sales",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/55,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/55
Untitled,"Good ; b & w ; topographic, elevation, possibly a water tank - ''street tank''",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/56,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/56
SHEET 3 OF 4 [Redwood Creek in the Panther Creek Area],"Good ; b & w ; T8N R1E, T8N R2E sec 1--30, T9N R1E, T9N R2E sec 13--36,topographic, roads trails, ranches ; #3",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/57,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/57
''M''-Line,"Good ; b & w ; T9N R1E, sec 25, railroad engineering",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/58,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/58
"Map of Survey for M.T.Thorpe, [Mad River in the Iaqua Buttes area]","Good ; b & w ; T4N R3E sec 18,19,20,29,30,31,32, Section corners and lines with survey notes and crayon markings. ; Ray Circle",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/59,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/59
Map of Redwood Creek block showing proposed logging plan,"Good ; b & w ; Hammond Lumber Company ownership, property owners, logged land, Pacific Ocean, Big Lagoon, Trinidad, Stone Lagoon, Prairie Creek, Redwood Creek, RR lines, Camps, Q-86 [drawing number] crossed out and replaced with E-3719 ; Big Lagoon tract - radial distances",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/60,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/60
Elk River B- Line road,"Very Good ; b & w ; road layout notes ; Elk River truck road, B #6, Map no. 2, Sta # 19 + 32+06.5 to #98+ 140+25.9",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/61,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/61
[South Samoa yard & vicinity],"Good ; b & w ; surveyors notes, section corner descriptions, street layout, ; S1/2 South Samoa yard & vicinity, #1 of 2 sheets",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/62,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/62
Exhibit A Supply Creek Salvage Sale #3 Hoopa Valley Reservation,"Good ; b & w ; T8N R4E sec 33, 34, T7N R4E sec 4,3, Hospital Mtn., Supply Creek, Bair Road, Two Mile Creek, roads, proposed roads, ridges, streams, sale blocks",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/63,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/63
Map showing proposed log deck area for new Samoa sawmill,"Good ; b & w ; buildings, roads, RR lines, handwritten notes ; New log deck area near Samoa sawmill",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/64,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/64
(K-2010),"Good ; b & w ; T8N R2E sec 16, sec 9 S 1/2, sec 9 NW 1/4, sec 15 W 1/2 W 1/2, sec 10 SW 1/4 W 1/2, sec 10 NW 1/4 S 1/2, rockslide, cave, swamp, Camp Jackson, Redwood Creek Trail, temp. cor., Rodgers Peak Trail, Blatechine, gravel flat, topographic ; #5",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/65,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/65
"[On top and bottom in pencil] K-3913, Sheet No 4","Good ; b & w ; Topographic, T9N R2E NW 1/4, T10N R2E W1/2, T11N R2E SW 1/4",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/66,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/66
Sheet #12 Atlas of Humboldt Co. Cal.,"Good ; b & w ; Trinity National Forest, T&R: 3S6E,3S5E,4S6E,4S5E, Trinity County Line, Ft. Seward, Alder Point, Harris, Eel River, Topography, property lines, Steelhead Zenia, highway",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/67,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/67
[Topographic map of Big Lagoon - Orick area],"Good ; b & w ; ground burn, survey camp, horse trail, T9N R1E, T10N R1E ; Topog map T9&10NR1E (Stone Lagoon-Redwood cr slopes)",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/68,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/68
"Map of The, Little River Redwood Co's, Sawmill Plant, Humboldt Co. Cal","Good ; b & w ; Little River, pond, rail roads, roads, building, bridges, layout of town with orange lines overlaying it showing pipes ; N-7, Not Finished Yet",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/69,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/69
[Upper reaches of Maple Creek],"Good ; b & w ; [T8N R2E sec 17,18,19,20, topography, RR lines, camp 40, landings, ; B [-Line] Location Cp 31; ''J''&''B 3'' Loc[-ation]",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/70,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/70
Plant 4 Log Slip,"Good ; b & w ; log slip, sawmill, praine creek, Proposed resivoir Main",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/71,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/71
Pipe line easement survey made for the Humboldt Bay Municipal Water,"Good ; b & w ; T5N R1E sec 20,21,16,17, survey notes ; Pipe line easement survey made for the Humboldt Bay Municipal Water District",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/72,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/72
K-2660 #2,"Good ; b & w ; Topographic, trails, Maple Creek, Burns Camp",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/73,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/73
"Atlas of Humboldt Co. Cal., Sheet 13, [Shively area]","Good ; b & w ; T2N R2E sec 1--36, T2N R3E sec 1--36, T2N R4E sec 1--36, T1N R2E sec 1--36, T1N R3E sec 1--36, T1N R4E sec 1--36, Pepperwood, Shively, Holmes, Laribee [early name for Larabee Creek/settlement/Buttes], Bridgeville, Van Duzen River, Eel River, Yager Creek, property owners, elevation shown by hachures, creeks, roads,",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/74,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/74
[Area east of Big Lagoon],"Good ; b & w ; T10N R1E sec 33,34, T9N R1E sec 3,4,5,8,9,10,15, topography, streams, roads, ground burns, horse trails, field camp,",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/75,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/75
"Atlas of Humboldt Co. Cal., Sheet 1, [Cape Mendocino inland to the Scotia and Rohnerville area]","Good ; b & w ; property owners, elevation shown by hachures, creeks, roads, Carlotta, Hydesville, Ferndale, Bear River, Centerville, Elinor [Pepperwood],Salt River, Van Duzen River, Eel River, Yager Creek, T2N R3W sec 1--36, T2N R2W sec 1--36, T2N R1W sec 1--36, T2N R1E sec 1--36, T1N R3W sec 1--36, T1N R2W sec 1--36, T1N R1W sec 1--36, T1N R1Esec 1--36, ; Belcher Title C.O.",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/76,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/76
(K-2008 Sheet #4) (K-2008 Sheet #3) [both in red pencil] (contd. from Sheet K-2007) (Sheet K-2008) [both in yellow pencil] [all glued together],"Good ; b & w ; topographic, Stagger Inn Camp, Wiregrass Ridge Stadia, Elam Camp, trails, incline, ''D'' Prel., surveying lines , Panther Creek, sec 26 NW 1/4, sec 27 N 1/2, sec 28 NE 1/4, sec 22, sec 21 E 1/2 ; #6 K-2008",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/77,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/77
